City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,conceicao do araguaia,-8.2578,-49.2647,306.56,19,45,1.82,BR,1697662369
294,piti village,13.4626,144.6933,299.43,92,56,4.2,GU,1697662370
295,lilongwe,-13.9669,33.7873,296.5,62,98,1.76,MW,1697662315
296,khandyga,62.6667,135.6,268.24,96,100,2.03,RU,1697662370
297,paita,-5.0892,-81.1144,296.35,72,74,9.41,PE,1697662370
298,yarmouth,41.7057,-70.2286,289.24,83,100,3.09,US,1697662370
299,egersund,58.4513,5.9997,282.64,69,100,11.51,NO,1697662371
300,stiens,53.2623,5.7577,283.14,72,100,8.23,NL,1697662371
301,cadale,2.7603,46.3222,300.19,82,37,3.64,SO,1697662371
302,dudinka,69.4058,86.1778,276.83,98,100,2.68,RU,1697662371
303,badger,64.8,-147.5333,272.08,85,100,1.54,US,1697662371
304,luanda,-8.8368,13.2343,298.15,88,75,4.63,AO,1697662236
305,polyarnyy,69.1989,33.4478,274.73,61,100,9.7,RU,1697662310
306,san juan,-31.5375,-68.5364,299.44,22,0,8.28,AR,1697662317
307,alice springs,-23.7,133.8833,282.9,29,0,2.06,AU,1697662372
308,ampanihy,-24.7,44.75,293.21,89,92,0.75,MG,1697662372
309,lata,40.1629,-8.3327,290.97,95,97,5.12,PT,1697662373
310,pasni,25.2631,63.471,299.19,80,0,0.82,PK,1697662373
311,jega,12.2175,4.3792,303.43,24,100,2.95,NG,1697662373
312,tuzlukcu,38.4778,31.6264,284.86,84,59,1.48,TR,1697662373
313,geraldton,-28.7667,114.6,287.38,88,94,2.57,AU,1697662374
314,malindi,-3.2175,40.1191,299.08,88,28,4.23,KE,1697662374
315,camana,-16.6228,-72.7111,293.35,83,81,3.07,PE,1697662374
316,piacabucu,-10.4056,-36.4344,296.93,76,96,3.26,BR,1697662374
317,gaalkacyo,6.7697,47.4308,299.33,75,86,6.32,SO,1697662375
318,la'ie,21.6477,-157.9253,303.73,66,3,2.68,US,1697662375
319,avarua,-21.2078,-159.775,297.18,60,40,4.12,CK,1697662375
320,ust'-ilimsk,58.0006,102.6619,274.51,92,45,3.58,RU,1697662375
321,busca,44.5181,7.4743,284.85,93,75,0.51,IT,1697662375
322,codrington,-38.2667,141.9667,286.04,54,12,3.77,AU,1697662376
323,selfoss,63.9331,-20.9971,282.06,80,100,11.44,IS,1697662376
324,mahibadhoo,3.7833,72.9667,300.86,74,100,4.6,MV,1697662376
325,lerwick,60.1545,-1.1494,283.15,87,63,11.15,GB,1697662376
326,lincoln city,44.9582,-124.0179,297.57,68,23,1.69,US,1697662377
327,rio san juan,19.6439,-70.0763,302.43,72,19,5.74,DO,1697662377
328,turuntayevo,52.2,107.6167,274.2,94,51,1.29,RU,1697662377
329,barra do bugres,-15.0725,-57.1811,312.2,20,64,1.65,BR,1697662377
330,kidal,18.4411,1.4078,304.91,13,8,3.37,ML,1697662377
331,kiunga,-6.1219,141.2906,296.07,94,34,1.03,PG,1697662378
332,urangan,-25.3,152.9,293.54,60,46,7.86,AU,1697662378
333,kaedi,16.1465,-13.5047,309.26,29,23,1.9,MR,1697662378
334,east london,-33.0153,27.9116,292.42,84,95,6.43,ZA,1697662378
335,inhambane,-23.865,35.3833,293.8,92,0,3.12,MZ,1697662378
336,neiafu,-18.65,-173.9833,296.71,60,12,7.39,TO,1697662379
337,newman,37.3138,-121.0208,304.95,21,0,0.98,US,1697662379
338,vadso,70.0744,29.7487,273.64,80,40,4.63,NO,1697662379
339,cide,41.8921,33.0044,287.68,86,93,4.2,TR,1697662379
340,boende,-0.2167,20.8667,295.64,97,100,1.3,CD,1697662380
341,el calafate,-50.3408,-72.2768,284.62,61,53,3.93,AR,1697662380
342,capo d'orlando,38.1435,14.7305,298.14,62,72,5.46,IT,1697662380
343,galeana,24.8333,-100.0667,294.93,42,43,3.71,MX,1697662380
344,palikir - national government center,6.9248,158.1611,300.73,70,77,1.7,FM,1697662380
345,kenai,60.5544,-151.2583,281.01,75,0,2.57,US,1697662381
346,baharly,38.4362,57.4316,291.76,61,0,3.51,TM,1697662381
347,jamestown,42.097,-79.2353,286.32,59,100,3.09,US,1697662137
348,yuzhno-kurilsk,44.0306,145.8556,287.25,58,99,7.47,RU,1697662381
349,glenwood,41.5425,-87.6023,292.68,58,100,1.34,US,1697662381
350,arraial do cabo,-22.9661,-42.0278,297.13,83,75,5.66,BR,1697662382
351,cuamba,-14.8031,36.5372,295.47,75,85,1.44,MZ,1697662382
352,uturoa,-16.7333,-151.4333,299.51,77,27,5.26,PF,1697662382
353,quellon,-43.1167,-73.6167,286.13,75,48,1.62,CL,1697662382
354,kirakira,-10.4544,161.9205,301.23,75,76,3.58,SB,1697662383
355,minot air force base,48.4209,-101.3391,288.25,68,20,5.66,US,1697662383
356,kristinestad,62.2743,21.376,270.43,76,43,4.41,FI,1697662383
357,haiku-pauwela,20.9219,-156.3051,301.16,61,40,8.23,US,1697662383
358,jertih,5.7336,102.4897,297.39,92,80,1.58,MY,1697662383
359,putian,25.4394,119.0103,293.91,81,97,1.62,CN,1697662231
360,sechura,-5.5569,-80.8222,299.13,59,65,8.89,PE,1697662384
361,lhasa,29.65,91.1,276.34,63,18,2.26,CN,1697662384
362,broome,42.2506,-75.833,288.2,70,100,2.57,US,1697662385
363,mejit,10.2753,170.8646,301.5,77,36,7.19,MH,1697662385
364,riviere-du-loup,47.8304,-69.5342,285.3,76,13,1.54,CA,1697662385
365,mount gambier,-37.8333,140.7667,284.92,51,13,2.89,AU,1697662385
366,tamanrasset,22.785,5.5228,297.1,16,0,2.06,DZ,1697662385
367,sussex,41.1834,-74.6663,289.51,72,100,0.0,US,1697662184
368,as sulayyil,20.4607,45.5779,300.29,20,0,2.72,SA,1697662386
369,noumea,-22.2763,166.4572,295.93,99,73,3.41,NC,1697662323
370,owando,-0.4819,15.8999,296.77,84,100,0.91,CG,1697662386
371,puerto quijarro,-17.7833,-57.7667,313.87,19,78,2.45,BO,1697662387
372,sao joao de ver,40.9553,-8.5512,291.0,95,99,8.64,PT,1697662387
373,luderitz,-26.6481,15.1594,288.78,83,23,2.42,,1697662387
374,brookings,44.3114,-96.7984,285.15,76,100,5.14,US,1697662338
375,vila velha,-20.3297,-40.2925,298.12,73,100,5.14,BR,1697662387
376,cooranbong,-33.0833,151.4333,290.7,78,100,1.24,AU,1697662388
377,coronel dorrego,-38.7187,-61.2873,295.33,23,71,4.88,AR,1697662156
378,la libertad,-2.2333,-80.9,300.96,74,75,8.23,EC,1697662388
379,qaqortoq,60.7167,-46.0333,271.36,60,6,1.71,GL,1697662388
380,weno,7.4515,151.8468,299.12,94,40,1.54,FM,1697662388
381,morehead city,34.7229,-76.726,295.15,54,0,3.6,US,1697662389
382,ca mau,9.1769,105.15,297.99,89,73,1.79,VN,1697662389
383,nacozari de garcia,30.3742,-109.6908,305.55,16,3,4.06,MX,1697662389
384,malabar,-33.9667,151.25,288.78,80,75,2.06,AU,1697662389
385,ambodifotatra,-16.9833,49.85,297.81,90,91,4.21,MG,1697662389
386,anadyr,64.75,177.4833,262.43,85,0,5.0,RU,1697662390
387,miri,4.4148,114.0089,297.23,94,40,2.06,MY,1697662390
388,zhezqazghan,47.7833,67.7667,282.73,44,52,3.23,KZ,1697662390
389,ain leuh,33.2921,-5.3384,288.8,60,27,4.24,MA,1697662390
390,hinton,53.4001,-117.5857,289.13,47,6,5.32,CA,1697662391
391,lukhovitsy,54.9728,39.0361,278.07,89,100,4.95,RU,1697662391
392,koumra,8.9126,17.5539,299.18,59,79,1.22,TD,1697662391
393,al hufuf,25.3646,49.5653,301.34,57,0,2.06,SA,1697662391
394,waingapu,-9.6567,120.2641,297.76,81,96,2.17,ID,1697662392
395,aripuana,-9.1667,-60.6333,308.34,36,79,1.15,BR,1697662392
396,airuk,7.2772,168.8203,301.04,76,39,3.77,MH,1697662392
397,huarmey,-10.0681,-78.1522,295.56,77,53,5.27,PE,1697662363
398,coquimbo,-29.9533,-71.3436,291.0,51,0,7.2,CL,1697662392
399,westport,41.1415,-73.3579,290.63,70,100,2.57,US,1697662393
400,pangody,65.85,74.4859,279.11,91,100,5.32,RU,1697662393
401,kailua-kona,19.6406,-155.9956,301.64,71,40,4.12,US,1697662393
402,bridgewater,44.3835,-64.5155,285.99,74,98,1.03,CA,1697662393
403,pljevlja,43.3333,19.3333,281.72,74,100,2.02,ME,1697662393
404,akureyri,65.6835,-18.0878,281.11,61,20,2.57,IS,1697662394
405,bathsheba,13.2167,-59.5167,304.49,70,40,6.17,BB,1697662394
406,kolonia town,6.964,158.206,301.34,70,71,1.63,FM,1697662394
407,gonzalez,30.5816,-87.2914,297.8,60,0,4.63,US,1697662394
408,comayagua,14.45,-87.6333,298.96,73,91,3.59,HN,1697662240
409,santo antonio da platina,-23.295,-50.0772,297.02,70,90,5.28,BR,1697662395
410,nuuk,64.1835,-51.7216,269.49,68,75,9.26,GL,1697662395
411,metu,8.3,35.5833,287.67,97,95,1.14,ET,1697662395
412,onguday,50.75,86.15,277.91,75,0,1.47,RU,1697662395
413,senhor do bonfim,-10.4614,-40.1894,299.14,30,95,1.49,BR,1697662395
414,wulingyuan,29.3494,110.5441,291.32,76,42,2.15,CN,1697662396
415,itarare,-24.1125,-49.3317,291.84,83,91,4.73,BR,1697662396
416,coahuayana de hidalgo,18.7,-103.6583,296.92,96,100,1.62,MX,1697662396
417,san antonio de pale,-1.4014,5.6325,299.13,82,100,2.54,GQ,1697662396
418,mengyin,35.7069,117.9264,290.06,67,100,0.59,CN,1697662396
419,taksimo,56.3444,114.8794,271.88,69,70,2.24,RU,1697662397
420,viedma,-40.8135,-62.9967,298.24,17,59,7.89,AR,1697662397
421,mount isa,-20.7333,139.5,295.02,16,4,4.12,AU,1697662397
422,ulladulla,-35.35,150.4667,287.77,68,1,2.19,AU,1697662397
423,ago-are,8.5,3.4167,299.15,80,71,1.36,NG,1697662398
424,san justo,-30.7891,-60.5919,293.12,49,99,3.58,AR,1697662398
425,carnarvon,-24.8667,113.6333,295.4,59,83,9.08,AU,1697662398
426,isla mujeres,21.2311,-86.731,301.02,54,99,5.38,MX,1697662398
427,cheremukhovo,60.3484,59.9851,278.61,72,100,5.36,RU,1697662399
428,ketchikan,55.3422,-131.6461,285.41,94,100,8.75,US,1697662399
429,barra de santo antonio,-9.4047,-35.5072,299.75,75,53,4.6,BR,1697662399
430,savanna-la-mar,18.219,-78.1332,303.11,83,100,1.46,JM,1697662399
431,mossel bay,-34.1831,22.146,291.11,89,88,5.08,ZA,1697662399
432,nelson bay,-32.7167,152.15,290.37,87,100,1.34,AU,1697662400
433,trujillo,-8.116,-79.03,293.13,83,20,5.66,PE,1697662400
434,karlskrona,56.1616,15.5866,277.4,73,100,6.4,SE,1697662400
435,kapit,2.0167,112.9333,296.36,99,100,0.28,MY,1697662400
436,muravlenko,63.7898,74.523,279.62,93,100,5.17,RU,1697662400
437,necochea,-38.5473,-58.7368,289.07,61,34,4.99,AR,1697662401
438,maceio,-9.6658,-35.7353,299.84,69,20,4.63,BR,1697662389
439,sovetskiy,61.3614,63.5842,275.87,69,10,5.81,RU,1697662401
440,xihe,31.6864,113.4659,289.96,76,8,4.92,CN,1697662401
441,kabalo,-6.05,26.9167,295.0,92,43,1.42,CD,1697662401
442,mccook,40.2019,-100.6257,297.18,22,0,12.35,US,1697662402
443,smithers,54.7804,-127.1743,288.33,63,40,4.63,CA,1697662402
444,lesnoy,57.6198,63.0784,276.27,67,7,5.42,RU,1697662402
445,christchurch,-43.5333,172.6333,288.1,78,75,1.54,NZ,1697662402
446,howrah,22.5892,88.3103,299.15,83,20,2.57,IN,1697662403
447,tadmur,34.5608,38.2805,294.42,56,77,4.25,SY,1697662403
448,kapuskasing,49.4169,-82.4331,285.2,58,75,6.17,CA,1697662403
449,carutapera,-1.195,-46.02,298.31,90,36,3.98,BR,1697662398
450,el alto,-4.2714,-81.2147,297.96,69,66,11.04,PE,1697662403
451,ouesso,1.6136,16.0517,295.19,98,97,1.31,CG,1697662404
452,tangalle,6.024,80.7911,297.45,91,100,4.42,LK,1697662404
453,vilyuchinsk,52.9306,158.4028,280.33,80,98,4.01,RU,1697662404
454,zhangatas,43.5667,69.75,288.47,36,99,1.91,KZ,1697662404
455,whistler,50.1164,-122.9695,281.72,100,100,0.0,CA,1697662344
456,bayanhongor,46.7167,100.1167,271.52,64,6,1.61,MN,1697662405
457,laguna,38.421,-121.4238,305.01,41,0,2.06,US,1697662405
458,natal,-5.795,-35.2094,300.51,69,40,7.72,BR,1697662405
459,gadzhiyevo,69.2551,33.3362,274.5,61,100,9.46,RU,1697662405
460,suciu de sus,47.4333,24.0333,275.59,62,69,1.51,RO,1697662405
461,bom jesus,-9.0744,-44.3586,305.46,18,95,2.65,BR,1697662405
462,shimoda,34.6667,138.95,288.21,76,84,5.16,JP,1697662406
463,queenstown,-31.8976,26.8753,287.59,80,100,1.94,ZA,1697662406
464,san miguel,13.4833,-88.1833,308.93,43,0,1.54,SV,1697662406
465,palma soriano,20.2172,-75.9989,303.63,68,99,1.04,CU,1697662406
466,porto,41.1496,-8.611,291.04,96,75,6.26,PT,1697662200
467,enewetak,11.3474,162.3373,301.55,78,13,8.06,MH,1697662407
468,eduardo castex,-35.915,-64.2945,286.07,62,100,1.15,AR,1697662407
469,lospalos,-8.5186,127.0025,293.42,85,47,1.05,TL,1697662407
470,luba,3.4568,8.5547,297.09,84,100,2.61,GQ,1697662407
471,'alaqahdari dishu,30.4374,63.313,296.31,29,14,0.97,AF,1697662407
472,paracale,14.2804,122.7881,298.91,92,100,2.89,PH,1697662408
473,guane,22.2025,-84.0875,301.57,42,18,3.4,CU,1697662408
474,tengrela,10.4869,-6.4097,299.9,64,96,2.18,CI,1697662408
475,huittinen,61.1833,22.7,272.11,87,14,2.75,FI,1697662408
476,idri,27.5,13.2667,298.9,17,7,3.79,LY,1697662409
477,sinan,34.8262,126.1086,285.21,77,94,4.19,KR,1697662409
478,namibe,-15.1961,12.1522,291.24,85,2,2.48,AO,1697662409
479,pampas,-12.4,-74.9,286.35,72,90,3.47,PE,1697662223
480,hasaki,35.7333,140.8333,288.37,69,52,5.61,JP,1697662410
481,terra nova,-12.3667,-40.6667,297.54,41,100,1.82,BR,1697662410
482,cannonvale,-20.2833,148.7,295.81,67,100,7.65,AU,1697662410
483,spanish town,17.9911,-76.9574,304.94,77,40,7.72,JM,1697662410
484,sao gabriel da cachoeira,-0.1303,-67.0892,301.54,72,98,0.89,BR,1697662411
485,auki,-8.7676,160.7034,300.22,76,38,1.37,SB,1697662411
486,dongola,19.1667,30.4833,299.99,18,51,7.12,SD,1697662411
487,keflavik,64.0049,-22.5624,283.39,76,0,16.98,IS,1697662411
488,kununurra,-15.7667,128.7333,289.14,77,0,0.0,AU,1697662411
489,karatau,43.1667,70.4667,286.37,38,53,1.49,KZ,1697662412
490,mizdah,31.4451,12.9801,298.23,17,9,3.71,LY,1697662412
491,lazaro cardenas,17.9583,-102.2,296.98,94,100,2.31,MX,1697662412
492,revda,56.801,59.9303,275.45,80,93,6.29,RU,1697662412
493,santa ana,33.7456,-117.8678,312.52,60,0,4.63,US,1697662390
494,as sulaymaniyah,35.5611,45.4375,286.39,54,0,1.03,IQ,1697662413
495,tete,-16.1564,33.5867,298.42,74,13,4.42,MZ,1697662413
496,aykhal,66.0,111.5,258.74,97,73,1.34,RU,1697662413
497,nagqu,31.5,92.0,266.53,91,100,1.69,CN,1697662413
498,labytnangi,66.6572,66.4183,272.28,92,24,3.43,RU,1697662414
499,dorado,18.4588,-66.2677,306.14,66,7,1.34,PR,1697662414
500,saint-pierre,-21.3393,55.4781,297.97,83,100,1.54,RE,1697662414
501,jiutai,44.1525,125.8328,278.34,53,3,3.29,CN,1697662414
502,klaksvik,62.2266,-6.589,281.66,89,100,14.66,FO,1697662414
503,kalemie,-5.9475,29.1947,295.98,70,51,2.27,CD,1697662415
504,hammerfest,70.6634,23.6821,274.4,64,75,4.12,NO,1697662202
505,muisne,0.6,-80.0333,299.84,81,90,4.56,EC,1697662415
506,mogocha,53.7333,119.7667,269.48,77,45,1.78,RU,1697662415
507,maitum,6.0392,124.4986,298.34,87,75,1.61,PH,1697662415
508,port lincoln,-34.7333,135.8667,289.86,46,22,3.39,AU,1697662416
509,sidrolandia,-20.9319,-54.9614,307.07,29,100,1.43,BR,1697662222
510,karratha,-20.7377,116.8463,299.43,43,0,4.62,AU,1697662416
511,taro,-8.3862,115.28,295.15,93,96,0.28,ID,1697662416
512,katsuren-haebaru,26.3369,127.8719,296.58,72,0,2.06,JP,1697662417
513,mugia,43.1041,-9.2179,292.13,85,10,10.74,ES,1697662417
514,pegnitz,49.7564,11.545,281.06,82,100,3.4,DE,1697662417
515,sheffield,53.383,-1.4659,286.56,72,100,4.92,GB,1697662417
516,muroto-misakicho,33.2833,134.15,294.41,67,41,3.56,JP,1697662418
517,princeville,45.7668,-61.2985,283.99,82,17,0.47,CA,1697662418
518,as samawah,31.332,45.2944,299.89,32,51,3.87,IQ,1697662418
519,fedorovka,53.6314,62.7078,277.1,64,0,5.58,KZ,1697662418
520,praia,14.9215,-23.5087,300.45,78,20,5.66,CV,1697662412
521,itoman,26.1247,127.6694,296.58,68,20,1.03,JP,1697662419
522,les anglais,18.3054,-74.2197,303.01,71,41,2.29,HT,1697662419
523,am timan,11.0297,20.2827,298.53,41,100,2.26,TD,1697662419
524,sakaiminato,35.55,133.2333,286.14,94,40,1.54,JP,1697662419
525,willowmore,-33.2926,23.4895,287.75,73,64,3.08,ZA,1697662420
526,kitimat,54.0524,-128.6534,286.36,62,100,4.02,CA,1697662420
527,porto cristo,39.5395,3.333,296.66,76,90,8.34,ES,1697662420
528,gobernador galvez,-33.0302,-60.6405,294.27,27,0,6.17,AR,1697662420
529,lunglei,22.8833,92.7333,288.34,79,0,1.42,IN,1697662420
530,saskatoon,52.1168,-106.6345,286.14,66,75,6.17,CA,1697662131
531,caleta de carquin,-11.0925,-77.6267,294.74,79,61,5.55,PE,1697662421
532,hobyo,5.3505,48.5268,300.89,77,100,4.27,SO,1697662421
533,kayangel,8.0823,134.7173,301.42,72,8,1.16,PW,1697662421
534,saudarkrokur,65.7461,-19.6394,276.83,83,95,3.19,IS,1697662422
535,nurota,40.5614,65.6886,289.04,36,15,2.95,UZ,1697662422
536,ambon,-3.6954,128.1814,301.99,100,20,1.54,ID,1697662422
537,aransas pass,27.9095,-97.15,302.2,67,0,3.6,US,1697662422
538,paciran,-6.8767,112.3761,298.63,79,40,3.13,ID,1697662422
539,shache,38.4167,77.2406,284.53,23,20,3.14,CN,1697662423
540,dickinson,29.4608,-95.0513,302.08,55,75,2.57,US,1697662423
541,constitucion,-35.3333,-72.4167,287.26,67,30,2.56,CL,1697662423
542,chiras,35.4167,65.9823,276.93,67,0,1.31,AF,1697662423
543,ar raqqah,35.95,39.0167,294.78,52,64,4.37,SY,1697662423
544,revuca,48.6835,20.1173,274.19,66,100,0.82,SK,1697662424
545,skowhegan,44.7651,-69.7192,287.58,77,100,1.69,US,1697662424
546,eyl,7.9803,49.8164,300.18,80,90,3.18,SO,1697662424
547,palmer,42.1584,-72.3287,289.8,63,75,1.54,US,1697662389
548,riacho de santana,-13.6092,-42.9389,303.06,23,59,4.83,BR,1697662189
549,yusufeli,40.8204,41.5443,288.38,81,100,1.64,TR,1697662425
550,santo antonio de posse,-22.6061,-46.9194,296.16,71,41,6.62,BR,1697662145
551,guiyang,26.5833,106.7167,290.42,88,100,1.0,CN,1697662425
552,belyy yar,53.6039,91.3903,275.09,93,75,1.0,RU,1697662425
553,port blair,11.6667,92.75,297.17,94,40,1.54,IN,1697662425
554,saint-philippe,-21.3585,55.7679,297.92,84,92,4.02,RE,1697662426
555,severo-yeniseyskiy,60.3725,93.0408,277.36,98,100,2.24,RU,1697662426
556,acara,-1.9608,-48.1967,301.18,69,70,2.82,BR,1697662426
557,al majaridah,19.1236,41.9111,301.88,57,3,0.26,SA,1697662426
558,polyarnyye zori,67.3661,32.4981,271.85,72,100,5.11,RU,1697662426
559,nguigmi,14.2495,13.1092,304.53,23,100,4.89,NE,1697662427
560,casper,42.8666,-106.3131,292.99,23,0,7.72,US,1697662427
561,zhangjiakou,40.81,114.8794,280.89,36,65,2.85,CN,1697662427
562,arkalyk,50.2486,66.9114,279.58,55,99,3.55,KZ,1697662427
563,pontianak,-0.0333,109.3333,296.14,100,100,1.03,ID,1697662428
564,makoua,0.0069,15.6333,295.45,96,100,0.87,CG,1697662428
565,kill devil hills,36.0307,-75.676,291.47,58,0,3.6,US,1697662428
566,sekong,-6.3996,106.0252,296.22,86,61,0.59,ID,1697662428
567,naze,28.3667,129.4833,289.66,60,0,0.47,JP,1697662429
568,ouro preto do oeste,-10.7481,-62.2158,307.11,37,58,2.17,BR,1697662429
569,inda silase,14.1031,38.2829,292.59,52,94,1.96,ET,1697662429
570,urumqi,43.801,87.6005,277.68,61,0,1.0,CN,1697662430
571,rawai,7.7797,98.3253,303.14,74,76,4.48,TH,1697662430
572,nova olimpia,-14.7972,-57.2881,311.38,21,62,0.28,BR,1697662430
573,likiep,9.8251,169.3107,300.32,80,77,5.39,MH,1697662430
574,dumas,35.8656,-101.9732,296.27,28,0,6.69,US,1697662431
575,bogotol,56.2078,89.5342,278.63,91,14,4.01,RU,1697662431
576,lorengau,-2.0226,147.2712,300.27,77,63,1.29,PG,1697662431
577,khada,27.1833,83.8833,293.32,76,0,1.23,IN,1697662431
578,kronenwetter,44.8222,-89.5904,289.13,61,75,4.63,US,1697662193
579,bay roberts,47.5999,-53.2648,281.77,80,7,0.89,CA,1697662431
580,hilvarenbeek,51.4858,5.1375,284.71,90,75,6.17,NL,1697662432
581,cuatro cienegas de carranza,26.9833,-102.0833,303.59,18,12,1.58,MX,1697662432
582,diego martin,10.7005,-61.5342,301.76,75,98,3.13,TT,1697662432
583,ha'il,27.5219,41.6907,300.16,16,0,2.06,SA,1697662432
